matricula,nome,salario,codigo_setor,cidade,tempo_empresa_anos,ativo
000001408,Helena Gomes,17759.05,SUP,Rio de Janeiro,32,1
000043449,Willian Araujo,19221.25,TI,Joinville,25,0
000027132,Nicole Gomes,18134.08,OPER,Belo Horizonte,17,0
000011288,Renata Costa,14483.8,MKT,Rio de Janeiro,24,0
000025230,Samuel Barbosa,20902.09,ADM,Porto Alegre,27,1
000008576,Giovana Rocha,14810.13,OPER,Londrina,18,0
000022733,Paula Oliveira,10815.61,SUP,Campinas,10,0
000019578,Juliana Silva,22763.66,ADM,Curitiba,29,0
000030579,Igor Carvalho,11809.4,LOG,Maringa,31,1
000014059,Samuel Costa,11683.6,OPER,Porto Alegre,35,0
000022956,Elisa Costa,9886.8,OPER,Joinville,34,1
000006527,Karen Gomes,14692.22,FIN,Florianopolis,2,1
000024467,Rafael Barbosa,6236.28,RH,Belo Horizonte,17,1
000045922,Pedro Gomes,24932.77,OPER,Porto Alegre,2,0
000021689,Cecilia Rocha,19662.53,TI,Maringa,16,1
000010369,Helena Gomes,15274.16,SUP,Rio de Janeiro,19,0
000046698,Bianca Rocha,20952.96,SUP,Maringa,17,0
000001878,Pedro Rocha,3600.91,FIN,Florianopolis,32,1
000026487,Mariana Almeida,3518.29,MKT,Sao Paulo,25,1
000014990,Otavio Oliveira,3847.11,OPER,Maringa,19,0
000034478,Vitor Barbosa,10510.72,SUP,Porto Alegre,6,1
000038575,Caio Martins,14727.36,FIN,Joinville,15,0
000036844,Tiago Gomes,21103.27,JUR,Curitiba,0,0
000001506,Pedro Carvalho,1886.66,OPER,Londrina,19,0
000035326,Fabio Almeida,16546.13,ADM,Curitiba,21,0
000010557,Pedro Ferreira,21844.46,TI,Porto Alegre,6,1
000047932,Vitor Rocha,8893.33,COM,Rio de Janeiro,18,1
000044499,Tiago Nascimento,5318.67,ADM,Maringa,5,1
000035149,Mariana Nascimento,14433.66,MKT,Londrina,34,1
000033435,Rafael Rodrigues,24457.94,MKT,Rio de Janeiro,31,1
000049495,Tiago Martins,21704.85,COM,Porto Alegre,14,1
000029530,Eduardo Pereira,15820.14,MKT,Belo Horizonte,13,0
000022627,Aline Rodrigues,2260.5,RH,Porto Alegre,2,1
000049904,Vitor Santos,24342.65,TI,Porto Alegre,1,0
000029256,Cecilia Costa,21908.73,RH,Florianopolis,4,1
000017832,Diego Martins,23070.93,FIN,Curitiba,13,1
000040117,Paula Ferreira,23685.4,OPER,Belo Horizonte,8,0
000034116,Diego Barbosa,15548.34,ADM,Sao Paulo,19,1
000005537,Daniela Carvalho,3425.87,JUR,Sao Paulo,0,1
000010117,Willian Araujo,12169.95,MKT,Londrina,24,1
000035406,Leonardo Oliveira,17962.34,SUP,Campinas,13,0
000000602,Daniela Rocha,5925.29,COM,Londrina,32,0
000007313,Daniela Barbosa,23651.33,MKT,Londrina,3,1
000029970,Gabriel Lima,10638.28,MKT,Londrina,17,1
000044616,Henrique Pereira,24507.84,TI,Campinas,22,0
000003413,Yasmin Nascimento,16245.45,SUP,Londrina,26,1
000034016,Paula Lima,6719.71,COM,Maringa,8,0
000013558,Rafael Pereira,17456.98,SUP,Londrina,1,0
000042621,Tatiane Martins,24167.1,TI,Joinville,31,0
000027241,Mariana Ferreira,4981.07,LOG,Londrina,27,0
000035964,Juliana Rodrigues,17112.99,LOG,Maringa,10,0
000047358,Juliana Oliveira,17586.22,JUR,Sao Paulo,23,0
000027296,Henrique Santos,14412.1,ADM,Belo Horizonte,31,1
000024020,Vitor Oliveira,15083.51,OPER,Belo Horizonte,15,1
000021143,Nathan Rodrigues,6618.53,COM,Florianopolis,10,0
000035542,Bruno Gomes,21017.04,ADM,Sao Paulo,26,0
000038478,Aline Araujo,3854.43,TI,Sao Paulo,2,1
000037543,Pedro Araujo,24405.05,ADM,Campinas,2,1
000019390,Nicole Nascimento,17261.04,OPER,Joinville,19,1
000043136,Nicole Martins,2285.26,FIN,Campinas,0,0
000018348,Willian Lima,19173.08,OPER,Joinville,5,0
000015124,Renata Carvalho,10578.99,SUP,Porto Alegre,19,1
000001510,Carlos Ferreira,7487.81,MKT,Sao Paulo,23,1
000027136,Igor Oliveira,23971.79,OPER,Campinas,11,0
000048137,Paula Carvalho,10940.05,MKT,Curitiba,31,1
000048923,Rafael Teixeira,16774.33,OPER,Belo Horizonte,8,0
000031094,Giovana Pereira,6021.48,LOG,Sao Paulo,33,0
000022451,Isabela Ferreira,11920.87,LOG,Belo Horizonte,32,1
000013862,Rafael Ribeiro,12444.23,SUP,Campinas,25,1
000048857,Caio Rocha,6455.48,OPER,Joinville,28,0
000014521,Gabriel Ribeiro,16818.27,JUR,Maringa,11,0
000015358,Juliana Santos,6612.04,LOG,Rio de Janeiro,6,0
000026906,Karen Oliveira,14666.41,OPER,Maringa,10,1
000023482,Paula Nascimento,6042.31,RH,Sao Paulo,26,1
000038798,Rafael Melo,2949.84,RH,Joinville,35,0
000006864,Ana Souza,2150.96,JUR,Belo Horizonte,2,1
000001789,Nicole Araujo,6597.83,LOG,Porto Alegre,6,0
000015915,Nathan Nascimento,13375.15,SUP,Sao Paulo,4,1
000044765,Mariana Nascimento,5991.83,TI,Maringa,13,1
000011175,Eduardo Costa,15510.08,TI,Curitiba,10,0
000015623,Joao Pereira,8352.26,MKT,Belo Horizonte,0,1
000043774,Elisa Nascimento,16017.32,COM,Sao Paulo,15,1
000003000,Samuel Rocha,18281.88,JUR,Curitiba,34,0
000003493,Helena Carvalho,17049.17,LOG,Curitiba,19,1
000015889,Paula Ribeiro,19056.59,TI,Belo Horizonte,1,0
000018049,Henrique Araujo,10910.82,JUR,Campinas,30,0
000007793,Vitor Ribeiro,6114.82,JUR,Belo Horizonte,30,0
000035683,Nathan Almeida,10655.52,COM,Campinas,20,0
000027340,Vitor Oliveira,11392.75,TI,Sao Paulo,2,0
000030033,Fabio Martins,3733.29,MKT,Belo Horizonte,5,0
000037851,Aline Barbosa,16354.34,OPER,Curitiba,28,0
000016740,Ana Silva,23450.71,SUP,Florianopolis,34,1
000010616,Renata Araujo,3134.05,OPER,Rio de Janeiro,31,0
000031846,Mateus Souza,3141.81,SUP,Sao Paulo,18,0
000037185,Cecilia Oliveira,16361.55,OPER,Curitiba,3,1
000017956,Sabrina Rocha,2881.01,COM,Campinas,7,1
000043408,Nicole Ribeiro,21536.92,SUP,Porto Alegre,17,1
000024063,Mariana Melo,19331.1,FIN,Joinville,23,0
000026090,Nathan Rocha,12284.32,JUR,Londrina,5,0
000018126,Karen Ribeiro,24880.31,LOG,Rio de Janeiro,22,1
000018564,Tiago Lima,13115.15,SUP,Maringa,28,1
000035211,Carlos Almeida,21902.21,SUP,Curitiba,12,1
000001106,Diego Ferreira,6783.89,FIN,Londrina,28,0
000043107,Pedro Teixeira,10011.76,TI,Curitiba,15,1
000003178,Fabio Nascimento,14466.68,LOG,Porto Alegre,29,1
000045928,Igor Martins,12208.17,RH,Maringa,7,0
000008079,Mateus Carvalho,17778.69,TI,Sao Paulo,22,0
000038475,Fabio Rocha,18729.6,LOG,Belo Horizonte,18,1
000040103,Karen Nascimento,23487.86,COM,Curitiba,18,1
000038225,Aline Barbosa,14052.01,RH,Sao Paulo,29,0
000020711,Bianca Souza,20451.19,COM,Belo Horizonte,2,0
000010493,Larissa Nascimento,6075.29,JUR,Belo Horizonte,28,1
000036527,Henrique Gomes,15018.14,MKT,Sao Paulo,35,0
000018945,Paula Costa,21225.35,RH,Londrina,2,0
000031953,Larissa Martins,17213.6,TI,Belo Horizonte,28,1
000025822,Mateus Araujo,18342.86,ADM,Maringa,5,1
000033953,Paula Ferreira,17443.81,RH,Rio de Janeiro,7,1
000049066,Gabriel Barbosa,13503.7,OPER,Florianopolis,20,1
000028553,Caio Costa,6485.18,JUR,Campinas,27,0
000030355,Cecilia Gomes,12895.13,RH,Rio de Janeiro,0,1
000037889,Karen Martins,22333.4,RH,Sao Paulo,19,0
000045276,Douglas Silva,3079.74,COM,Porto Alegre,1,1
000025440,Samuel Silva,20392.68,ADM,Joinville,8,0
000022739,Gabriel Costa,18641.65,LOG,Belo Horizonte,35,0
000006866,Giovana Souza,24865.91,SUP,Londrina,10,0
000048741,Daniela Almeida,11595.45,JUR,Joinville,0,0
000032460,Samuel Pereira,4914.06,TI,Curitiba,27,0
000002631,Joao Oliveira,10244.09,LOG,Campinas,21,0
000022007,Otavio Nascimento,17820.27,ADM,Rio de Janeiro,1,1
000048731,Ana Ribeiro,6679.6,ADM,Campinas,5,0
000017393,Nathan Pereira,17873.1,JUR,Belo Horizonte,29,0
000028809,Douglas Rodrigues,21035.43,OPER,Campinas,9,0
000008384,Cecilia Lima,8561.16,OPER,Rio de Janeiro,0,1
000039442,Elisa Nascimento,6537.35,SUP,Florianopolis,21,1
000035603,Helena Martins,20238.17,COM,Campinas,11,0
000048784,Cecilia Martins,5961.95,FIN,Curitiba,24,0
000015596,Pedro Pereira,12730.67,MKT,Rio de Janeiro,23,1
000031638,Juliana Oliveira,24582.34,TI,Londrina,14,0
000000907,Carlos Costa,9874.36,JUR,Curitiba,11,1
000047304,Larissa Araujo,23756.41,JUR,Campinas,12,1
000019896,Elisa Souza,3195.44,ADM,Campinas,3,1
000048538,Douglas Barbosa,14625.9,MKT,Florianopolis,35,0
000002090,Henrique Melo,10811.36,JUR,Joinville,20,1
000012909,Mateus Teixeira,15556.45,TI,Porto Alegre,9,0
000045136,Caio Pereira,19678.3,SUP,Florianopolis,12,1
000017937,Mariana Pereira,17438.48,SUP,Campinas,14,1
000049705,Igor Nascimento,11490.42,ADM,Porto Alegre,11,1
000045004,Ana Ferreira,18862.27,OPER,Curitiba,0,0
000009000,Henrique Teixeira,3834.2,OPER,Londrina,16,0
000000933,Daniela Ferreira,3796.59,OPER,Florianopolis,4,0
000008946,Renata Santos,17988.86,LOG,Florianopolis,10,1
000042150,Leonardo Gomes,13428.29,JUR,Florianopolis,11,1
000049614,Gabriel Gomes,8317.85,SUP,Maringa,34,1
000018106,Douglas Ribeiro,6403.55,RH,Porto Alegre,34,1
000047889,Diego Oliveira,7380.07,TI,Porto Alegre,3,1
000004051,Helena Araujo,22294.44,JUR,Campinas,5,1
000006712,Vanessa Silva,23466.19,JUR,Porto Alegre,27,1
000020817,Yasmin Santos,11731.66,COM,Campinas,11,1
000033861,Eduardo Silva,24155.48,RH,Joinville,21,0
000002137,Gabriel Costa,16060.36,SUP,Curitiba,28,1
000010986,Diego Ribeiro,6025.2,COM,Curitiba,31,1
000048285,Pedro Costa,7384.91,MKT,Porto Alegre,28,1
000022389,Joao Ribeiro,14422.03,FIN,Campinas,26,1
000013345,Yasmin Pereira,6374.23,MKT,Londrina,2,1
000038404,Daniela Rocha,22582.24,ADM,Florianopolis,26,1
000027551,Helena Carvalho,15345.98,MKT,Londrina,9,1
000003245,Renata Costa,19416.25,FIN,Joinville,11,1
000043585,Eduardo Nascimento,7104.09,COM,Joinville,19,1
000017660,Mateus Martins,18713.42,FIN,Maringa,6,1
000041006,Bruno Gomes,2972.18,ADM,Belo Horizonte,16,0
000006468,Gabriel Martins,9535.41,TI,Belo Horizonte,25,0
000032451,Sabrina Barbosa,10019.06,TI,Porto Alegre,9,0
000001919,Leonardo Oliveira,11270.77,SUP,Belo Horizonte,11,0
000036941,Vitor Silva,20754.68,MKT,Joinville,24,1
000016294,Aline Teixeira,6670.36,ADM,Londrina,12,0
000025756,Ana Gomes,17030.8,RH,Campinas,6,1
000041799,Mariana Martins,7999.5,FIN,Florianopolis,8,1
000005352,Renata Teixeira,8772.95,SUP,Rio de Janeiro,9,1
000047905,Pedro Lima,23911.13,COM,Campinas,31,0
000030529,Paula Teixeira,16778.83,MKT,Porto Alegre,2,1
000016025,Henrique Rodrigues,23470.79,TI,Belo Horizonte,8,1
000042819,Bianca Costa,11770.02,FIN,Belo Horizonte,10,1
000004440,Nicole Nascimento,21813.6,SUP,Campinas,22,0
000034877,Sabrina Nascimento,5655.68,ADM,Maringa,4,1
000005916,Elisa Santos,11882.86,RH,Florianopolis,19,1
000048209,Samuel Oliveira,9571.75,MKT,Florianopolis,29,1
000041321,Juliana Gomes,5875.44,RH,Joinville,26,1
000015686,Otavio Pereira,21442.13,JUR,Maringa,35,1
000013808,Willian Martins,15751.67,COM,Sao Paulo,6,1
000022123,Tiago Teixeira,12038.79,OPER,Sao Paulo,7,0
000001781,Sabrina Rocha,2370.33,LOG,Joinville,2,1
000005420,Bruno Ribeiro,10228.42,FIN,Porto Alegre,6,1
000044691,Paula Martins,15742.37,LOG,Londrina,32,1
000039474,Eduardo Gomes,16072.41,RH,Maringa,24,0
000049073,Eduardo Melo,6842.56,MKT,Florianopolis,25,1
000025155,Fernanda Silva,21191.97,TI,Joinville,4,1
000011487,Bruno Rodrigues,6683.92,MKT,Porto Alegre,9,0
000000033,Joao Martins,5602.25,FIN,Sao Paulo,34,1
000006318,Igor Ferreira,12267.72,RH,Campinas,29,0
000025673,Cecilia Barbosa,5817.19,SUP,Campinas,35,0
000038579,Igor Gomes,4104.37,ADM,Sao Paulo,12,1
000024133,Juliana Silva,19177.92,LOG,Curitiba,2,0
000034027,Vanessa Carvalho,13627.37,LOG,Joinville,0,1
000022099,Fabio Oliveira,9727.24,FIN,Londrina,24,0
000044386,Sabrina Silva,24800.78,SUP,Porto Alegre,2,1
000002703,Larissa Melo,7693.88,JUR,Maringa,29,1
000015775,Tiago Carvalho,14154.72,RH,Sao Paulo,24,1
000029981,Giovana Gomes,9153.78,FIN,Joinville,7,1
000036264,Daniela Almeida,8996.96,ADM,Maringa,24,1
000038700,Daniela Barbosa,20248.07,TI,Curitiba,3,1
000008709,Tatiane Carvalho,12247.5,FIN,Curitiba,6,1
000030833,Tatiane Santos,11552.93,OPER,Sao Paulo,16,0
000019301,Vanessa Souza,15457.33,SUP,Rio de Janeiro,23,0
000035322,Mateus Araujo,6444.61,OPER,Rio de Janeiro,24,1
000001056,Yasmin Araujo,2958.88,MKT,Maringa,30,0
000033656,Vanessa Pereira,13538.17,LOG,Florianopolis,5,0
000014832,Fernanda Barbosa,8608.63,LOG,Belo Horizonte,27,0
000002680,Otavio Melo,23161.86,SUP,Rio de Janeiro,22,1
000036988,Henrique Pereira,10721.51,SUP,Porto Alegre,4,0
000042721,Cecilia Silva,15961.85,FIN,Rio de Janeiro,13,0
000048059,Rafael Rocha,23370.43,OPER,Campinas,15,1
000008546,Eduardo Gomes,13700.78,OPER,Sao Paulo,19,0
000022979,Aline Nascimento,23003.45,JUR,Curitiba,25,1
000044324,Pedro Barbosa,15150.2,COM,Curitiba,34,0
000048583,Tatiane Costa,17697.19,MKT,Campinas,5,1
000013629,Sabrina Teixeira,17662.33,MKT,Londrina,10,1
000023890,Larissa Santos,18275.12,MKT,Campinas,2,1
000031843,Caio Oliveira,23522.14,RH,Porto Alegre,2,1
000044781,Igor Teixeira,5897.64,SUP,Rio de Janeiro,30,1
000023240,Douglas Melo,10782.12,JUR,Porto Alegre,11,1
000026482,Karen Santos,19268.12,RH,Campinas,29,0
000021026,Pedro Rodrigues,20486.99,RH,Campinas,21,1
000042461,Tatiane Souza,23948.59,OPER,Maringa,28,0
000006403,Caio Barbosa,16728.67,FIN,Rio de Janeiro,6,0
000028596,Nathan Martins,5185.87,COM,Londrina,13,1
000015760,Helena Martins,2954.62,FIN,Campinas,33,1
000027622,Larissa Costa,21083.59,MKT,Belo Horizonte,9,0
000043394,Bruno Carvalho,3808.44,RH,Sao Paulo,2,1
000001868,Sabrina Almeida,17914.2,RH,Rio de Janeiro,17,1
000019769,Juliana Ribeiro,20988.1,RH,Curitiba,19,1
000001525,Helena Carvalho,24239.44,ADM,Maringa,33,1
000001271,Paula Almeida,19056.61,TI,Maringa,27,0
000017881,Juliana Lima,15668.14,TI,Rio de Janeiro,26,1
000006199,Rafael Rocha,19251.49,TI,Porto Alegre,2,1
000049526,Cecilia Teixeira,17527.61,RH,Maringa,18,1
000013194,Fernanda Ferreira,10207.66,OPER,Curitiba,32,0
000019557,Ana Martins,4117.56,MKT,Joinville,24,0
000005014,Daniela Santos,10200.15,ADM,Rio de Janeiro,18,0
000013265,Rafael Teixeira,10409.13,ADM,Curitiba,0,1
000018378,Bianca Rodrigues,15586.01,MKT,Florianopolis,14,0
000007198,Diego Santos,8479.2,ADM,Belo Horizonte,4,0
000012819,Bruno Carvalho,19498.65,ADM,Campinas,1,1
000000387,Joao Barbosa,24571.26,MKT,Maringa,7,0
000025149,Larissa Souza,8273.44,JUR,Joinville,13,1
000026583,Mariana Melo,9351.3,RH,Belo Horizonte,16,0
000004819,Ana Barbosa,2392.94,OPER,Londrina,7,0
000043410,Juliana Nascimento,8644.31,RH,Sao Paulo,27,0
000034832,Renata Teixeira,6573.42,OPER,Maringa,31,0
000048194,Douglas Silva,11207.75,TI,Belo Horizonte,4,0
000032412,Tatiane Ferreira,13622.69,SUP,Florianopolis,34,1
000007237,Cecilia Almeida,19992.51,MKT,Sao Paulo,30,0
000012752,Ana Nascimento,24746.66,ADM,Maringa,10,0
000025059,Otavio Silva,10868.45,LOG,Florianopolis,18,0
000037129,Caio Teixeira,13359.0,RH,Florianopolis,4,0
000049977,Otavio Teixeira,13524.21,MKT,Joinville,21,1
000047814,Henrique Silva,16771.55,ADM,Porto Alegre,14,0
000017948,Caio Nascimento,16250.29,RH,Rio de Janeiro,17,0
000004077,Mateus Silva,6401.72,ADM,Sao Paulo,22,0
000044760,Tatiane Araujo,6158.8,RH,Maringa,6,0
000005340,Karen Silva,24380.95,SUP,Sao Paulo,8,0
000040252,Karen Araujo,22009.29,FIN,Rio de Janeiro,8,1
000005501,Fernanda Ribeiro,17360.45,FIN,Joinville,20,1
000019188,Otavio Melo,9600.98,MKT,Rio de Janeiro,35,0
000049910,Vanessa Nascimento,22478.48,MKT,Curitiba,35,1
000016832,Daniela Ribeiro,1886.27,LOG,Joinville,19,1
000033609,Ana Teixeira,18093.18,MKT,Londrina,12,0
000045893,Igor Martins,5845.43,OPER,Joinville,26,0
000041411,Bruno Santos,14630.06,OPER,Sao Paulo,32,1
000001085,Bianca Costa,23756.52,TI,Belo Horizonte,11,0
000011564,Willian Gomes,15081.83,MKT,Belo Horizonte,1,1
000049684,Elisa Lima,9656.52,OPER,Florianopolis,7,0
000020461,Caio Almeida,1980.09,RH,Londrina,29,1
000028984,Gabriel Barbosa,20767.47,JUR,Londrina,27,0
000029804,Otavio Carvalho,24027.44,COM,Sao Paulo,10,1
000018767,Igor Martins,11693.41,OPER,Joinville,3,0
000020743,Aline Teixeira,14473.54,LOG,Londrina,15,1
000027146,Ana Ribeiro,16298.6,MKT,Joinville,13,1
000029253,Yasmin Oliveira,2957.83,SUP,Sao Paulo,32,1
000023904,Caio Teixeira,5050.22,OPER,Joinville,26,1
000013621,Eduardo Ferreira,21992.13,ADM,Belo Horizonte,4,0
000009146,Bianca Melo,6581.8,MKT,Porto Alegre,35,0
000027407,Helena Carvalho,18950.39,LOG,Joinville,5,1
000003661,Tatiane Oliveira,8796.51,RH,Joinville,17,1
000024637,Mateus Carvalho,7842.61,RH,Rio de Janeiro,25,1
000033288,Yasmin Gomes,13975.64,FIN,Sao Paulo,10,0
000032277,Isabela Rocha,23326.05,TI,Rio de Janeiro,31,1
000029840,Fernanda Silva,20193.15,JUR,Belo Horizonte,1,1
000015109,Ana Rocha,6760.15,MKT,Belo Horizonte,25,1
000034288,Ana Rocha,11027.3,LOG,Campinas,30,1
000023142,Henrique Barbosa,14142.43,TI,Sao Paulo,12,0
000041086,Nathan Silva,6659.91,OPER,Florianopolis,2,1
000033743,Isabela Melo,22912.6,SUP,Florianopolis,16,1
000008030,Leonardo Nascimento,3118.41,TI,Florianopolis,32,1
000012010,Joao Ribeiro,8480.2,FIN,Porto Alegre,8,0
000049404,Tatiane Martins,20764.76,ADM,Belo Horizonte,24,1
000001375,Pedro Oliveira,18545.11,MKT,Belo Horizonte,2,1
000048909,Mariana Melo,20487.98,OPER,Sao Paulo,15,0
000030432,Karen Rocha,14711.64,ADM,Joinville,29,1
000017730,Fabio Santos,14163.42,JUR,Joinville,28,1
000028650,Willian Costa,16719.98,ADM,Rio de Janeiro,30,1
000031776,Renata Pereira,9753.22,ADM,Curitiba,22,0
000012344,Gabriel Souza,17035.05,LOG,Curitiba,3,1
000044702,Henrique Costa,2486.94,SUP,Campinas,21,1
000031240,Bianca Almeida,21715.89,JUR,Maringa,31,1
000022143,Willian Ribeiro,17237.88,ADM,Campinas,23,0
000048452,Renata Barbosa,10269.43,COM,Campinas,26,1
000032759,Eduardo Rocha,17663.91,COM,Florianopolis,10,0
000007213,Nicole Teixeira,18224.47,LOG,Campinas,25,0
000012923,Vanessa Carvalho,8796.5,COM,Curitiba,24,0
000018828,Diego Carvalho,17334.32,TI,Porto Alegre,35,0
000034234,Sabrina Nascimento,12324.38,RH,Florianopolis,23,1
000042096,Nathan Martins,12383.01,OPER,Curitiba,16,1
000006108,Pedro Melo,9180.98,OPER,Rio de Janeiro,21,1
000000164,Douglas Teixeira,2486.41,FIN,Belo Horizonte,32,0
000029055,Mariana Nascimento,3161.98,RH,Joinville,33,0
000049136,Isabela Rodrigues,3942.06,ADM,Maringa,18,0
000006737,Fernanda Rodrigues,24687.46,RH,Sao Paulo,16,0
000038529,Tatiane Barbosa,19589.99,MKT,Curitiba,4,0
000003390,Nicole Carvalho,18345.8,MKT,Londrina,6,1
000006705,Giovana Carvalho,23674.94,OPER,Joinville,24,0
000034501,Eduardo Lima,18111.71,ADM,Curitiba,15,0
000025948,Tatiane Carvalho,8546.6,SUP,Rio de Janeiro,27,1
000006217,Paula Rocha,1836.67,OPER,Joinville,26,1
000035731,Henrique Araujo,4553.74,ADM,Joinville,26,0
000020997,Gabriel Araujo,13597.83,LOG,Maringa,0,0
000039748,Igor Nascimento,12315.33,SUP,Curitiba,33,0
000005222,Juliana Teixeira,2896.84,TI,Campinas,18,1
000022839,Joao Carvalho,19856.9,COM,Maringa,11,1
000015595,Larissa Melo,6952.17,MKT,Londrina,34,1
000048203,Giovana Rodrigues,3700.46,SUP,Maringa,2,0
000018994,Otavio Carvalho,10491.13,LOG,Londrina,13,1
000044065,Yasmin Ferreira,4443.99,COM,Curitiba,34,0
000021187,Willian Araujo,23611.35,LOG,Joinville,18,1
000001220,Otavio Lima,10567.19,RH,Curitiba,14,1
000040846,Sabrina Barbosa,10770.17,ADM,Curitiba,16,1
000034924,Daniela Pereira,14821.84,TI,Florianopolis,34,0
000015478,Karen Nascimento,10474.42,RH,Sao Paulo,0,0
000023953,Karen Carvalho,3243.95,LOG,Sao Paulo,28,0
000012202,Fernanda Araujo,3926.29,MKT,Florianopolis,34,1
000033936,Otavio Rodrigues,15777.16,JUR,Porto Alegre,24,0
000006357,Joao Costa,10062.18,TI,Maringa,16,0
000023188,Eduardo Ferreira,20226.48,SUP,Curitiba,10,0
000016092,Nicole Oliveira,14951.13,SUP,Florianopolis,11,0
000000616,Douglas Barbosa,23762.9,LOG,Maringa,10,0
000020063,Nathan Araujo,20553.75,OPER,Londrina,28,0
000034703,Caio Araujo,3403.91,RH,Campinas,8,1
000034009,Ana Santos,21250.56,JUR,Rio de Janeiro,8,0
000029028,Juliana Carvalho,18525.47,JUR,Campinas,10,1
000007771,Carlos Teixeira,10975.78,JUR,Londrina,15,1
000040342,Gabriel Santos,19042.24,FIN,Campinas,0,0
000000879,Rafael Santos,17525.45,SUP,Curitiba,11,1
000042021,Renata Silva,14568.89,COM,Porto Alegre,31,0
000024184,Fernanda Rodrigues,20579.62,MKT,Belo Horizonte,14,1
000038274,Fabio Ferreira,23147.15,SUP,Rio de Janeiro,12,0
000015679,Helena Silva,22910.67,SUP,Rio de Janeiro,13,0
000001328,Aline Melo,5065.83,ADM,Florianopolis,24,0
000016220,Karen Nascimento,6474.75,MKT,Curitiba,24,1
000009525,Willian Melo,21277.8,ADM,Londrina,29,0
000006022,Nathan Carvalho,4183.27,RH,Belo Horizonte,11,0
000025944,Douglas Gomes,8877.53,OPER,Joinville,19,1
000047359,Renata Gomes,3129.92,OPER,Belo Horizonte,5,0
000030792,Isabela Lima,13411.97,SUP,Curitiba,10,0
000016544,Cecilia Ferreira,22586.78,SUP,Porto Alegre,7,1
000048813,Elisa Gomes,9863.71,TI,Rio de Janeiro,34,1
000018737,Pedro Ferreira,24890.52,FIN,Porto Alegre,22,1
000036900,Nathan Ribeiro,8395.56,MKT,Curitiba,5,0
000025270,Fernanda Gomes,14114.94,FIN,Porto Alegre,32,0
000011786,Diego Almeida,19288.52,OPER,Sao Paulo,9,1
000009829,Mariana Nascimento,8589.51,FIN,Londrina,34,0
000017363,Samuel Araujo,5861.8,COM,Londrina,14,1
000044598,Yasmin Ferreira,23505.46,JUR,Londrina,20,1
000032255,Juliana Gomes,11183.99,LOG,Porto Alegre,1,1
000003080,Isabela Gomes,14546.98,MKT,Curitiba,24,1
000047979,Tatiane Oliveira,6443.43,ADM,Belo Horizonte,8,0
000040155,Isabela Ferreira,17978.86,LOG,Curitiba,17,1
000045236,Joao Teixeira,17140.87,SUP,Rio de Janeiro,14,0
000028982,Vitor Teixeira,22522.32,LOG,Porto Alegre,18,0
000032859,Nicole Carvalho,8960.75,ADM,Florianopolis,33,1
000045446,Nathan Barbosa,22970.4,OPER,Joinville,24,1
000009335,Paula Silva,16956.8,TI,Campinas,14,1
000043451,Diego Silva,22185.43,FIN,Joinville,23,1
000019899,Pedro Costa,21381.65,JUR,Joinville,17,1
000029234,Mariana Souza,18810.2,TI,Maringa,14,1
000034674,Bruno Almeida,24940.81,ADM,Campinas,15,0
000043542,Willian Pereira,8210.58,OPER,Rio de Janeiro,8,0
000015946,Diego Santos,23808.16,RH,Florianopolis,33,0
000000666,Elisa Almeida,15366.99,JUR,Joinville,7,0
000048590,Tiago Ribeiro,12785.0,JUR,Belo Horizonte,34,1
000047918,Fernanda Silva,21623.14,MKT,Florianopolis,13,0
000045891,Bianca Gomes,1883.86,ADM,Sao Paulo,18,1
000026048,Isabela Pereira,2558.79,RH,Maringa,17,0
000048718,Bianca Rocha,13613.55,SUP,Sao Paulo,34,1
000004944,Joao Teixeira,7545.24,JUR,Belo Horizonte,29,0
000047343,Tatiane Gomes,5934.37,JUR,Sao Paulo,16,0
000041033,Nicole Melo,13855.93,MKT,Florianopolis,9,1
000033080,Pedro Martins,20447.93,RH,Maringa,5,0
000036107,Tiago Teixeira,11367.4,SUP,Sao Paulo,28,0
000038821,Helena Barbosa,5614.65,FIN,Rio de Janeiro,32,0
000047851,Elisa Silva,5000.41,MKT,Londrina,33,1
000030561,Fernanda Costa,1962.18,SUP,Curitiba,13,1
000008099,Bianca Gomes,8598.19,OPER,Rio de Janeiro,20,0
000002880,Juliana Silva,6964.78,COM,Campinas,3,0
000017752,Pedro Carvalho,6220.12,JUR,Londrina,34,0
000044453,Aline Pereira,10691.44,LOG,Curitiba,15,0
000047756,Diego Melo,20998.75,JUR,Florianopolis,25,1
000025016,Juliana Silva,13097.56,SUP,Curitiba,18,0
000029540,Yasmin Gomes,8139.24,COM,Londrina,7,0
000005978,Tiago Souza,23642.21,JUR,Porto Alegre,7,1
000038692,Bruno Melo,19859.66,SUP,Curitiba,34,0
000028425,Mariana Ferreira,10401.38,COM,Maringa,6,0
000003399,Leonardo Teixeira,23718.25,COM,Joinville,11,1
000034198,Nathan Melo,23832.83,FIN,Rio de Janeiro,25,1
000026174,Renata Rocha,8295.32,LOG,Maringa,29,0
000039705,Tiago Silva,9144.18,SUP,Joinville,23,0
000009991,Carlos Nascimento,16043.89,LOG,Sao Paulo,23,0
000016348,Fernanda Santos,8507.01,SUP,Campinas,8,1
000011940,Mateus Ribeiro,7819.6,TI,Sao Paulo,33,1
000046932,Mateus Melo,7640.81,JUR,Curitiba,4,0
