matricula,nome,salario,codigo_setor,cidade,tempo_empresa_anos,ativo
000006119,Douglas Oliveira,23180.61,MKT,Porto Alegre,7,1
000005367,Eduardo Gomes,1868.15,ADM,Rio de Janeiro,10,0
000002528,Mateus Santos,11184.16,SUP,Sao Paulo,18,0
000007998,Otavio Almeida,21236.43,MKT,Londrina,3,1
000008879,Renata Pereira,17900.68,MKT,Porto Alegre,1,0
000006988,Tatiane Lima,14235.54,COM,Belo Horizonte,12,0
000000976,Juliana Carvalho,24112.44,LOG,Curitiba,24,0
000004940,Helena Barbosa,22464.05,JUR,Londrina,28,1
000004944,Helena Teixeira,19113.11,JUR,Londrina,27,0
000006104,Ana Lima,24939.26,JUR,Belo Horizonte,17,0
000004513,Carlos Lima,20207.66,FIN,Rio de Janeiro,14,1
000000573,Aline Ribeiro,14425.85,RH,Belo Horizonte,28,1
000004746,Renata Ferreira,22473.6,MKT,Florianopolis,1,0
000001793,Joao Gomes,16051.02,LOG,Rio de Janeiro,19,1
000000347,Elisa Santos,8164.87,ADM,Joinville,10,0
000009080,Paula Araujo,3253.88,COM,Londrina,23,1
000006154,Vanessa Lima,21950.45,JUR,Curitiba,7,1
000003496,Paula Martins,19237.3,JUR,Belo Horizonte,4,1
000009122,Douglas Melo,22532.17,LOG,Florianopolis,10,0
000001224,Larissa Gomes,10514.6,COM,Sao Paulo,19,0
000007315,Bruno Pereira,23313.22,SUP,Florianopolis,0,0
000003573,Yasmin Nascimento,3274.26,TI,Porto Alegre,18,1
000005490,Renata Melo,12961.78,FIN,Campinas,34,0
000009615,Samuel Silva,8776.01,TI,Belo Horizonte,4,1
000000723,Caio Rodrigues,10568.92,RH,Florianopolis,30,1
000000831,Tatiane Pereira,5252.55,RH,Sao Paulo,16,1
000001187,Nicole Rocha,12624.12,LOG,Belo Horizonte,4,0
000006665,Ana Almeida,2123.97,LOG,Porto Alegre,15,1
000008078,Larissa Carvalho,11658.28,SUP,Belo Horizonte,3,1
000009453,Mateus Souza,3186.77,SUP,Maringa,15,0
000009210,Vanessa Pereira,15309.29,LOG,Sao Paulo,4,1
000009950,Otavio Carvalho,12968.04,JUR,Rio de Janeiro,6,0
000009367,Larissa Barbosa,3600.7,MKT,Sao Paulo,2,1
000000226,Cecilia Rocha,9225.94,COM,Rio de Janeiro,21,1
000007113,Daniela Carvalho,16701.7,ADM,Rio de Janeiro,27,0
000006474,Paula Oliveira,10437.08,COM,Rio de Janeiro,12,0
000003666,Elisa Souza,3024.82,TI,Curitiba,11,1
000001470,Yasmin Nascimento,22910.92,ADM,Florianopolis,8,0
000002192,Tiago Santos,4023.43,FIN,Curitiba,25,1
000007431,Joao Souza,4191.85,RH,Porto Alegre,20,0
000008216,Bruno Santos,24608.01,JUR,Londrina,15,0
000009235,Nicole Lima,4786.42,FIN,Porto Alegre,2,0
000008081,Willian Ferreira,21962.21,OPER,Rio de Janeiro,11,0
000000013,Daniela Araujo,10564.51,ADM,Sao Paulo,2,0
000007295,Helena Pereira,7739.8,COM,Belo Horizonte,14,0
000002212,Mariana Ferreira,16688.42,LOG,Rio de Janeiro,33,1
000004725,Helena Pereira,5473.11,OPER,Porto Alegre,21,1
000008194,Tiago Nascimento,4728.78,COM,Rio de Janeiro,32,1
000009681,Vanessa Almeida,15938.36,JUR,Curitiba,11,1
000009266,Tatiane Rocha,11777.12,TI,Porto Alegre,11,0
000009342,Tatiane Araujo,7542.4,MKT,Maringa,15,1
000009020,Samuel Barbosa,16577.85,LOG,Rio de Janeiro,30,0
000000015,Bianca Melo,21168.27,RH,Florianopolis,11,1
000002913,Elisa Araujo,20686.52,OPER,Sao Paulo,17,1
000009213,Diego Costa,10377.78,TI,Campinas,3,1
000005386,Fabio Almeida,4241.25,MKT,Florianopolis,14,0
000000620,Elisa Ribeiro,17992.89,FIN,Porto Alegre,28,1
000001091,Elisa Carvalho,18496.56,TI,Florianopolis,13,1
000001599,Igor Ribeiro,14593.51,LOG,Belo Horizonte,9,1
000003860,Mariana Melo,13257.42,OPER,Rio de Janeiro,19,0
000002812,Yasmin Martins,3697.67,MKT,Londrina,12,0
000008155,Willian Rodrigues,6730.06,COM,Londrina,35,1
000006800,Mateus Carvalho,7515.34,OPER,Curitiba,26,0
000007561,Elisa Barbosa,5213.07,OPER,Maringa,15,0
000002582,Fabio Santos,10024.04,TI,Campinas,5,0
000001026,Elisa Rocha,17014.07,MKT,Sao Paulo,1,0
000006434,Bruno Martins,20508.55,MKT,Rio de Janeiro,24,0
000003974,Joao Costa,19780.36,ADM,Sao Paulo,17,1
000008529,Joao Barbosa,22768.99,ADM,Campinas,8,1
000000142,Sabrina Ribeiro,6625.75,FIN,Sao Paulo,18,1
000009153,Mariana Ribeiro,19622.56,MKT,Londrina,11,1
000005433,Douglas Rodrigues,21249.22,OPER,Rio de Janeiro,24,1
000006185,Bianca Melo,6558.66,TI,Joinville,6,1
000000435,Igor Ribeiro,21765.33,OPER,Porto Alegre,0,0
000002514,Elisa Ribeiro,7884.54,RH,Sao Paulo,11,1
000007881,Diego Almeida,14958.04,RH,Joinville,26,1
000005137,Bruno Carvalho,17620.73,SUP,Belo Horizonte,13,1
000009808,Otavio Teixeira,4373.75,RH,Londrina,6,0
000002776,Bianca Ribeiro,2438.93,JUR,Belo Horizonte,17,0
000005164,Fernanda Pereira,7052.98,COM,Porto Alegre,13,1
000002015,Fabio Martins,17037.56,TI,Porto Alegre,34,0
000003254,Tiago Souza,20952.17,SUP,Porto Alegre,5,0
000001608,Eduardo Carvalho,13252.07,TI,Curitiba,4,1
000002499,Pedro Oliveira,4206.52,ADM,Porto Alegre,5,0
000003018,Daniela Almeida,17022.85,FIN,Curitiba,9,1
000002014,Fabio Santos,11177.4,SUP,Curitiba,4,0
000006387,Paula Almeida,5149.6,TI,Porto Alegre,32,1
000003699,Vanessa Barbosa,7858.29,FIN,Curitiba,13,1
000000728,Mariana Oliveira,11670.84,MKT,Joinville,6,1
000009912,Tatiane Santos,6565.49,SUP,Londrina,3,0
000001057,Willian Martins,4094.06,RH,Maringa,7,0
000003642,Igor Santos,15324.83,COM,Curitiba,8,1
000004721,Isabela Silva,5548.47,SUP,Campinas,5,1
000008333,Fernanda Santos,4874.46,SUP,Maringa,19,1
000008670,Igor Martins,23466.17,RH,Joinville,13,1
000004855,Joao Rocha,10349.26,JUR,Porto Alegre,27,0
000001135,Vitor Oliveira,7341.14,RH,Curitiba,31,1
000000303,Aline Santos,17056.81,JUR,Sao Paulo,18,0
000000663,Paula Lima,4560.11,COM,Curitiba,4,0
000008096,Fernanda Nascimento,6852.84,ADM,Londrina,27,0
000007958,Diego Oliveira,11231.26,COM,Florianopolis,21,0
000008260,Willian Costa,19377.71,MKT,Porto Alegre,4,0
000001132,Igor Araujo,8365.5,RH,Maringa,34,1
000001857,Nicole Rocha,23025.71,LOG,Londrina,24,1
000004917,Mateus Ribeiro,24581.82,OPER,Belo Horizonte,3,0
000003030,Caio Santos,15507.65,LOG,Londrina,28,1
000005441,Elisa Pereira,10282.39,SUP,Porto Alegre,9,0
000001037,Henrique Oliveira,12371.89,JUR,Londrina,8,1
000006529,Elisa Araujo,2400.66,JUR,Curitiba,30,0
000007714,Carlos Oliveira,8622.2,COM,Sao Paulo,14,0
000003494,Diego Rocha,16840.14,JUR,Rio de Janeiro,16,0
000007389,Mateus Gomes,19850.28,RH,Curitiba,0,1
000005650,Fabio Barbosa,15708.52,COM,Sao Paulo,31,0
000004759,Pedro Lima,1978.82,JUR,Rio de Janeiro,12,0
000004287,Helena Araujo,21988.21,FIN,Rio de Janeiro,14,0
000008292,Renata Lima,5998.77,SUP,Rio de Janeiro,18,0
000005319,Pedro Rodrigues,12728.18,FIN,Campinas,12,1
000000498,Vitor Ribeiro,15615.49,ADM,Curitiba,17,0
000007053,Carlos Barbosa,8017.06,OPER,Sao Paulo,14,1
000005892,Gabriel Santos,23515.49,LOG,Curitiba,20,0
000002433,Willian Gomes,23321.38,FIN,Campinas,8,0
000000232,Giovana Almeida,4529.72,LOG,Maringa,35,0
000009466,Vitor Gomes,13961.23,ADM,Rio de Janeiro,34,0
000002537,Eduardo Silva,22562.96,RH,Joinville,18,1
000006113,Paula Almeida,3591.07,LOG,Rio de Janeiro,32,0
000000139,Douglas Rodrigues,8479.54,SUP,Londrina,29,1
000000790,Cecilia Lima,14573.98,FIN,Sao Paulo,32,0
000001031,Bruno Melo,6950.7,LOG,Maringa,35,0
000002991,Otavio Gomes,14752.82,RH,Rio de Janeiro,6,0
000000898,Aline Gomes,7613.48,TI,Londrina,0,1
000009890,Yasmin Barbosa,9297.38,LOG,Maringa,23,1
000009532,Bruno Barbosa,19421.8,FIN,Joinville,0,1
000000425,Vitor Carvalho,14941.38,ADM,Porto Alegre,22,0
000003421,Nicole Teixeira,20383.26,JUR,Curitiba,24,0
000009504,Daniela Melo,9492.18,MKT,Belo Horizonte,14,1
000008169,Sabrina Araujo,12102.01,ADM,Sao Paulo,25,1
000007550,Juliana Gomes,11413.49,TI,Londrina,35,0
000000278,Vanessa Ribeiro,22654.9,ADM,Rio de Janeiro,22,0
000006094,Cecilia Silva,13679.06,TI,Maringa,25,0
000009968,Cecilia Teixeira,21494.0,COM,Porto Alegre,19,1
000002243,Larissa Costa,9296.12,ADM,Campinas,18,0
000001283,Paula Lima,22702.14,FIN,Belo Horizonte,19,0
000004322,Carlos Rodrigues,3656.38,FIN,Porto Alegre,7,1
000003928,Yasmin Ferreira,23661.29,JUR,Joinville,6,1
000008831,Pedro Nascimento,9115.55,COM,Joinville,1,1
000005159,Leonardo Martins,14863.91,JUR,Curitiba,10,1
000008926,Karen Araujo,12290.54,TI,Belo Horizonte,14,0
000000990,Aline Nascimento,17475.23,COM,Florianopolis,11,0
000003982,Fernanda Nascimento,16648.83,FIN,Campinas,24,0
000001602,Carlos Rodrigues,2269.93,FIN,Joinville,27,1
000006721,Leonardo Teixeira,15722.19,MKT,Rio de Janeiro,6,1
000001045,Tiago Costa,15725.54,FIN,Curitiba,19,0
000003590,Fabio Gomes,14364.52,FIN,Sao Paulo,22,0
000005652,Tatiane Costa,22676.45,JUR,Joinville,13,1
000001107,Ana Melo,6933.95,FIN,Florianopolis,2,0
000006013,Helena Ferreira,15403.77,SUP,Curitiba,19,1
000003009,Ana Costa,5308.39,JUR,Sao Paulo,3,0
000008761,Samuel Ferreira,16717.3,TI,Florianopolis,14,1
000002805,Vitor Martins,3766.26,ADM,Curitiba,3,0
000003498,Leonardo Ribeiro,16834.32,JUR,Sao Paulo,24,0
000005863,Leonardo Nascimento,10536.49,COM,Maringa,4,1
000008359,Bianca Teixeira,8971.22,MKT,Joinville,9,0
000006829,Ana Almeida,20218.99,LOG,Belo Horizonte,8,0
000009447,Fernanda Melo,16900.64,MKT,Maringa,34,0
000002171,Tiago Nascimento,10542.79,MKT,Porto Alegre,15,1
000007855,Ana Santos,16066.58,LOG,Belo Horizonte,6,0
000001564,Henrique Martins,11727.47,JUR,Londrina,21,0
000001838,Bianca Costa,17084.94,JUR,Sao Paulo,8,0
000005182,Samuel Costa,14647.56,LOG,Maringa,35,0
000004896,Fabio Oliveira,20293.96,OPER,Curitiba,9,0
000002964,Paula Oliveira,17464.0,JUR,Maringa,35,1
000005895,Bruno Melo,16397.43,MKT,Londrina,13,1
000008488,Paula Lima,5307.11,MKT,Sao Paulo,34,1
000006595,Tatiane Lima,3461.41,FIN,Londrina,33,1
000003129,Douglas Rocha,10329.12,TI,Maringa,5,0
000002838,Tiago Lima,15865.56,TI,Curitiba,2,0
000005512,Paula Gomes,21060.13,TI,Joinville,34,0
000000957,Paula Oliveira,6606.55,COM,Londrina,22,1
000002181,Diego Teixeira,6641.65,MKT,Campinas,16,0
000002632,Larissa Barbosa,6479.57,MKT,Londrina,21,0
000005586,Yasmin Pereira,23128.92,FIN,Curitiba,6,0
000001950,Sabrina Silva,20696.98,LOG,Rio de Janeiro,27,1
000007587,Tiago Costa,11801.12,TI,Florianopolis,4,0
000001900,Larissa Costa,24847.42,LOG,Florianopolis,14,0
000008867,Larissa Araujo,17405.28,LOG,Londrina,30,1
000008296,Rafael Rocha,12037.85,COM,Joinville,27,0
000006540,Karen Rodrigues,20688.19,OPER,Porto Alegre,23,0
000006507,Bruno Almeida,11237.67,FIN,Florianopolis,0,1
000002769,Tatiane Lima,24320.12,JUR,Florianopolis,24,1
000000222,Helena Lima,20787.42,ADM,Londrina,8,1
000006791,Fabio Martins,5960.3,TI,Florianopolis,1,1
000006753,Tatiane Pereira,7771.69,COM,Rio de Janeiro,4,0
000000863,Samuel Santos,8786.95,LOG,Curitiba,11,0
000009621,Mariana Almeida,22517.13,MKT,Campinas,0,1
000006737,Bianca Martins,18574.52,MKT,Rio de Janeiro,23,0
000001802,Nicole Almeida,17996.26,ADM,Maringa,1,0
000003291,Otavio Teixeira,14089.03,RH,Porto Alegre,28,0
000001569,Paula Pereira,12117.21,FIN,Curitiba,17,1
000004364,Eduardo Melo,13127.11,MKT,Curitiba,25,0
000002031,Fabio Ferreira,17364.93,SUP,Londrina,12,0
000004488,Helena Oliveira,24731.8,FIN,Curitiba,3,1
000002439,Mateus Rodrigues,4734.8,COM,Campinas,13,0
000008460,Nathan Carvalho,21499.47,OPER,Londrina,1,0
000005638,Pedro Teixeira,11206.94,RH,Belo Horizonte,24,0
000001404,Yasmin Rodrigues,15872.88,COM,Londrina,8,0
000007470,Renata Araujo,23079.66,COM,Joinville,3,0
000002160,Mariana Lima,7867.98,LOG,Sao Paulo,13,1
000003307,Daniela Silva,3596.73,LOG,Porto Alegre,25,0
000007876,Joao Araujo,20060.33,SUP,Curitiba,34,0
000006460,Nathan Rocha,18822.96,OPER,Curitiba,18,1
000005540,Cecilia Oliveira,3221.03,ADM,Porto Alegre,15,0
000009140,Bianca Melo,10731.12,SUP,Florianopolis,4,0
000005789,Yasmin Pereira,13920.62,RH,Porto Alegre,32,0
000006657,Joao Almeida,12427.49,LOG,Campinas,3,0
000000619,Carlos Teixeira,16628.55,RH,Londrina,33,1
000002423,Diego Almeida,12179.19,MKT,Maringa,35,1
000007099,Carlos Oliveira,24119.95,OPER,Curitiba,9,1
000007737,Gabriel Melo,22621.02,SUP,Campinas,13,1
000000456,Gabriel Carvalho,3967.08,LOG,Campinas,24,1
000004595,Nicole Carvalho,4417.49,OPER,Joinville,30,1
000009443,Henrique Araujo,15236.11,SUP,Belo Horizonte,12,0
000007220,Fabio Oliveira,12854.58,ADM,Florianopolis,1,1
000005146,Pedro Pereira,10498.24,COM,Florianopolis,34,0
000008070,Tatiane Araujo,11589.98,MKT,Rio de Janeiro,34,1
000000542,Paula Araujo,23883.04,TI,Joinville,32,0
000001032,Tiago Costa,10799.19,FIN,Sao Paulo,29,1
000005309,Yasmin Barbosa,2804.89,LOG,Campinas,17,1
000000314,Giovana Barbosa,13049.16,TI,Curitiba,12,0
000008173,Juliana Rocha,9710.56,FIN,Maringa,11,1
000000519,Diego Carvalho,15546.63,TI,Porto Alegre,20,0
000000337,Cecilia Araujo,20615.34,ADM,Rio de Janeiro,20,0
000003609,Nicole Araujo,23686.6,JUR,Sao Paulo,15,0
000001174,Pedro Gomes,20781.88,ADM,Campinas,30,0
000000111,Ana Gomes,19560.2,TI,Campinas,10,1
000002557,Joao Martins,12376.43,RH,Sao Paulo,32,1
000007059,Igor Nascimento,4775.9,MKT,Campinas,24,0
000000211,Ana Teixeira,3226.3,MKT,Sao Paulo,9,0
000006517,Daniela Lima,18418.81,COM,Rio de Janeiro,12,1
000000692,Tiago Martins,6825.27,ADM,Florianopolis,30,1
000002368,Joao Santos,19371.48,JUR,Sao Paulo,30,0
000001938,Diego Araujo,18266.82,JUR,Florianopolis,25,1
000006750,Isabela Carvalho,8667.1,OPER,Joinville,24,0
000008644,Mariana Almeida,19872.31,ADM,Curitiba,23,0
000001066,Karen Almeida,23723.45,JUR,Florianopolis,12,1
000002308,Aline Pereira,24006.76,FIN,Rio de Janeiro,5,0
000009354,Rafael Ferreira,24630.52,ADM,Maringa,1,1
000004493,Tiago Martins,17384.88,JUR,Curitiba,7,1
000000144,Larissa Ribeiro,4451.51,LOG,Curitiba,6,0
000006748,Eduardo Melo,18245.07,FIN,Londrina,0,0
000001184,Mateus Souza,4921.57,LOG,Campinas,13,1
000001206,Isabela Nascimento,15670.66,SUP,Belo Horizonte,14,1
000001445,Tiago Rocha,13409.13,TI,Florianopolis,31,0
000004385,Vitor Costa,4300.89,OPER,Londrina,30,0
000001357,Rafael Melo,7425.21,SUP,Londrina,24,1
000002350,Paula Lima,2332.34,TI,Sao Paulo,31,0
000005126,Fabio Carvalho,10264.92,SUP,Rio de Janeiro,19,1
000002099,Pedro Nascimento,7921.78,OPER,Rio de Janeiro,31,0
000005331,Tiago Silva,2714.03,ADM,Rio de Janeiro,1,1
000009521,Daniela Oliveira,8857.31,JUR,Curitiba,20,0
000006739,Tatiane Silva,14779.9,LOG,Porto Alegre,13,0
000005960,Larissa Santos,11094.95,TI,Curitiba,12,0
000001407,Willian Carvalho,21404.37,TI,Londrina,12,0
000000216,Fernanda Souza,3119.25,ADM,Joinville,3,0
000005834,Eduardo Barbosa,12086.12,RH,Curitiba,19,0
000005185,Leonardo Rocha,16733.77,TI,Florianopolis,17,0
000004888,Yasmin Barbosa,22234.12,OPER,Rio de Janeiro,3,0
000002208,Daniela Rodrigues,18185.63,MKT,Londrina,27,0
000004313,Paula Carvalho,10938.67,SUP,Curitiba,32,0
000002875,Igor Lima,17445.6,JUR,Campinas,4,1
000004970,Samuel Almeida,19891.59,COM,Maringa,0,1
000003400,Otavio Oliveira,24849.39,RH,Curitiba,22,0
000007728,Paula Silva,21798.82,JUR,Maringa,12,1
000001004,Aline Rocha,8533.01,FIN,Sao Paulo,35,0
000006928,Vanessa Lima,17280.57,OPER,Belo Horizonte,30,1
000002498,Bianca Silva,19373.26,RH,Londrina,31,1
000004329,Joao Santos,13610.82,MKT,Londrina,8,0
000009432,Fabio Ferreira,11832.66,SUP,Florianopolis,1,0
000008771,Douglas Melo,22195.07,FIN,Maringa,25,0
000003172,Tatiane Costa,6070.55,JUR,Londrina,28,0
000001144,Samuel Pereira,12183.07,JUR,Sao Paulo,25,1
000009243,Karen Costa,14566.89,OPER,Campinas,0,1
000006562,Tiago Ribeiro,15342.58,LOG,Joinville,34,0
000006036,Igor Nascimento,9720.44,MKT,Maringa,29,0
000006292,Giovana Nascimento,24409.13,MKT,Londrina,18,0
000002376,Renata Pereira,22961.53,LOG,Campinas,1,1
000006060,Bruno Oliveira,23108.18,COM,Sao Paulo,28,0
000005357,Diego Nascimento,13002.03,OPER,Belo Horizonte,4,0
000001979,Tatiane Araujo,21923.74,LOG,Sao Paulo,34,1
000004277,Fernanda Santos,21323.11,COM,Campinas,27,0
000007992,Daniela Araujo,19753.73,ADM,Joinville,11,1
000007278,Sabrina Teixeira,18132.94,FIN,Campinas,28,1
000005476,Bianca Gomes,24824.1,TI,Curitiba,9,0
000003818,Bruno Santos,4158.87,FIN,Florianopolis,0,0
000002237,Douglas Rocha,10881.06,ADM,Maringa,17,0
000004593,Samuel Silva,11114.8,OPER,Florianopolis,9,0
000006844,Karen Ferreira,21542.78,JUR,Joinville,13,0
000006793,Cecilia Barbosa,2163.71,FIN,Curitiba,0,1
000004862,Cecilia Pereira,2259.66,FIN,Porto Alegre,11,1
000002040,Douglas Carvalho,5022.31,OPER,Maringa,23,0
000002836,Joao Almeida,24864.1,LOG,Maringa,5,1
000000030,Vanessa Melo,23748.06,OPER,Florianopolis,26,1
000005569,Rafael Souza,18512.38,SUP,Maringa,13,1
000008191,Douglas Almeida,7673.13,LOG,Belo Horizonte,16,1
000008696,Eduardo Rodrigues,10634.96,JUR,Campinas,34,1
000007549,Bianca Rocha,6408.14,COM,Campinas,12,1
000007162,Renata Ferreira,17143.33,LOG,Campinas,27,0
000002788,Fabio Martins,6807.36,JUR,Porto Alegre,33,1
000003671,Paula Lima,2479.73,MKT,Maringa,23,1
000009231,Ana Rocha,22705.34,COM,Belo Horizonte,10,1
000001737,Aline Barbosa,6867.88,COM,Porto Alegre,15,1
000002086,Vitor Nascimento,21903.28,ADM,Florianopolis,1,1
000001861,Willian Souza,10179.33,ADM,Joinville,11,1
000009191,Elisa Gomes,5632.29,ADM,Curitiba,29,0
000004226,Sabrina Costa,23092.17,OPER,Belo Horizonte,2,1
000009858,Henrique Ferreira,23020.54,MKT,Rio de Janeiro,20,1
000006476,Cecilia Araujo,17273.34,ADM,Belo Horizonte,35,0
000005660,Eduardo Carvalho,4994.81,SUP,Florianopolis,7,1
000007282,Carlos Lima,17787.76,ADM,Porto Alegre,21,0
000007070,Leonardo Barbosa,3985.75,TI,Florianopolis,14,0
000003564,Igor Gomes,15641.7,TI,Belo Horizonte,31,1
000004430,Mariana Oliveira,20301.7,RH,Sao Paulo,9,0
000005465,Bianca Ribeiro,2477.27,FIN,Londrina,22,0
000001788,Isabela Rodrigues,5256.5,JUR,Londrina,11,1
000004991,Helena Souza,13946.88,MKT,Belo Horizonte,33,0
000006942,Renata Araujo,9886.63,LOG,Sao Paulo,16,1
000000589,Carlos Teixeira,20912.09,RH,Joinville,14,1
000000064,Gabriel Oliveira,12857.97,COM,Florianopolis,22,1
000009705,Otavio Gomes,18006.07,JUR,Rio de Janeiro,30,0
000003729,Pedro Santos,11445.01,TI,Belo Horizonte,28,1
000000047,Diego Santos,24946.35,FIN,Sao Paulo,20,1
000009702,Caio Carvalho,18484.09,FIN,Londrina,16,0
000004740,Leonardo Carvalho,2466.94,COM,Campinas,7,1
000006220,Elisa Costa,2127.48,OPER,Curitiba,27,0
000007188,Fernanda Teixeira,21108.39,TI,Curitiba,15,1
000007759,Eduardo Carvalho,19077.77,ADM,Porto Alegre,21,0
000001708,Yasmin Teixeira,20858.94,SUP,Rio de Janeiro,8,1
000003238,Henrique Ferreira,17499.41,RH,Rio de Janeiro,13,1
000007943,Otavio Rocha,23138.38,SUP,Curitiba,19,1
000008271,Fernanda Almeida,16884.94,ADM,Rio de Janeiro,23,0
000000770,Elisa Almeida,10297.41,FIN,Campinas,11,0
000008963,Gabriel Ferreira,7724.16,MKT,Florianopolis,23,1
000006627,Diego Gomes,6087.48,OPER,Sao Paulo,7,1
000006468,Tiago Ribeiro,2363.36,COM,Porto Alegre,12,0
000007215,Nicole Pereira,16808.0,TI,Londrina,23,0
000009137,Fernanda Souza,17707.68,FIN,Joinville,30,1
000002232,Helena Santos,9240.08,JUR,Rio de Janeiro,7,1
000001782,Vitor Lima,10843.98,LOG,Sao Paulo,28,0
000006158,Karen Rocha,4387.79,JUR,Rio de Janeiro,5,0
000007978,Mateus Martins,7103.24,OPER,Rio de Janeiro,10,0
000001567,Tatiane Barbosa,7511.51,OPER,Sao Paulo,20,1
000001303,Nathan Gomes,11895.47,MKT,Sao Paulo,1,1
000006360,Igor Ribeiro,13721.2,MKT,Maringa,0,1
000003427,Douglas Almeida,9833.16,OPER,Joinville,5,1
000007984,Mariana Souza,7699.66,LOG,Curitiba,0,0
000008795,Ana Lima,19805.84,JUR,Campinas,15,1
000000963,Renata Teixeira,2593.79,TI,Porto Alegre,22,0
000004645,Karen Teixeira,9136.03,JUR,Maringa,25,0
000001155,Paula Souza,8115.05,OPER,Belo Horizonte,17,1
000000449,Isabela Araujo,8704.26,RH,Campinas,9,0
000004331,Giovana Barbosa,13515.74,ADM,Sao Paulo,15,0
000002293,Henrique Costa,3462.77,LOG,Sao Paulo,15,0
000000003,Sabrina Melo,3194.47,SUP,Porto Alegre,10,0
000003635,Ana Santos,7252.5,SUP,Rio de Janeiro,23,0
000008671,Leonardo Souza,19686.0,TI,Sao Paulo,24,0
000009646,Cecilia Carvalho,6956.52,ADM,Belo Horizonte,34,0
000008034,Douglas Martins,24776.29,JUR,Joinville,0,1
000008792,Mateus Ribeiro,18189.2,MKT,Londrina,30,0
000007934,Carlos Souza,2336.73,FIN,Sao Paulo,16,0
000007890,Daniela Martins,22989.13,MKT,Sao Paulo,27,0
000002090,Sabrina Barbosa,10272.27,ADM,Campinas,20,0
000006769,Leonardo Pereira,12443.64,SUP,Florianopolis,5,0
000005414,Tatiane Oliveira,16235.41,COM,Florianopolis,16,1
000005978,Fabio Teixeira,12764.57,OPER,Londrina,22,1
000006788,Diego Santos,15720.92,MKT,Londrina,31,0
000006508,Paula Gomes,12150.62,RH,Campinas,32,1
000005086,Juliana Carvalho,7380.01,LOG,Londrina,6,0
000008839,Elisa Melo,23229.07,MKT,Campinas,14,0
000002783,Caio Araujo,13270.52,MKT,Sao Paulo,12,1
000004825,Tiago Souza,5648.26,FIN,Belo Horizonte,18,1
000007852,Eduardo Almeida,8693.17,JUR,Londrina,11,1
000003196,Giovana Pereira,18678.49,ADM,Porto Alegre,7,0
000005971,Isabela Carvalho,19875.94,COM,Rio de Janeiro,6,1
000007312,Leonardo Almeida,13663.52,RH,Joinville,25,1
000000801,Nathan Carvalho,7876.82,ADM,Porto Alegre,24,1
000001831,Diego Barbosa,24465.41,JUR,Joinville,32,1
000009214,Bruno Pereira,10555.78,SUP,Belo Horizonte,0,0
000002521,Sabrina Barbosa,6901.43,OPER,Belo Horizonte,25,0
000001597,Fernanda Araujo,15178.35,FIN,Rio de Janeiro,7,0
000009500,Joao Souza,10692.6,OPER,Belo Horizonte,17,0
000002176,Carlos Rodrigues,2957.21,FIN,Joinville,6,0
000001855,Pedro Gomes,5751.86,SUP,Rio de Janeiro,17,1
000003008,Helena Rocha,6267.85,RH,Campinas,7,1
000002706,Tatiane Melo,16926.48,MKT,Florianopolis,28,1
000005528,Samuel Martins,22549.85,OPER,Joinville,28,0
000007487,Willian Costa,23372.72,FIN,Sao Paulo,31,0
000006003,Helena Rodrigues,14473.82,JUR,Florianopolis,26,1
000002378,Nicole Santos,14627.09,SUP,Sao Paulo,0,1
000000569,Eduardo Martins,6701.22,LOG,Londrina,15,0
000005117,Fabio Pereira,21034.9,FIN,Joinville,29,1
000004466,Bianca Gomes,20777.05,JUR,Sao Paulo,26,1
000009026,Vitor Carvalho,6855.71,SUP,Campinas,4,0
000007073,Samuel Pereira,13992.89,OPER,Joinville,3,1
000002641,Nicole Costa,17986.63,RH,Belo Horizonte,0,1
000004162,Eduardo Carvalho,24793.71,LOG,Belo Horizonte,10,0
000009387,Diego Ferreira,20417.44,TI,Londrina,7,0
000003231,Eduardo Martins,16042.95,SUP,Florianopolis,17,0
000003484,Carlos Almeida,17790.53,ADM,Belo Horizonte,30,0
000003104,Vitor Araujo,19193.85,LOG,Campinas,21,0
000004842,Yasmin Carvalho,22768.28,TI,Joinville,35,0
000002450,Juliana Martins,21534.18,TI,Joinville,9,0
000000285,Willian Nascimento,4255.52,COM,Sao Paulo,11,1
000001662,Renata Oliveira,16400.93,COM,Maringa,26,0
000007566,Gabriel Costa,18194.71,JUR,Curitiba,7,1
000008029,Otavio Ribeiro,15679.03,LOG,Porto Alegre,6,0
000001823,Renata Rodrigues,9185.47,RH,Florianopolis,24,0
000000399,Daniela Teixeira,7422.79,MKT,Joinville,25,1
000009368,Aline Souza,16894.2,JUR,Porto Alegre,23,1
000009056,Igor Rodrigues,23020.26,ADM,Campinas,11,0
000006200,Isabela Martins,16556.39,TI,Florianopolis,5,1
000009282,Elisa Rocha,3293.43,TI,Belo Horizonte,30,0
000007219,Giovana Gomes,2467.76,FIN,Sao Paulo,30,0
000004071,Tiago Silva,18187.26,FIN,Porto Alegre,8,0
000001993,Douglas Costa,18851.43,COM,Sao Paulo,33,0
000006123,Daniela Carvalho,17430.06,TI,Rio de Janeiro,15,1
000003971,Willian Almeida,22721.47,RH,Campinas,6,1
000007027,Tiago Rodrigues,5702.14,SUP,Porto Alegre,9,0
000005483,Karen Rodrigues,7475.9,LOG,Curitiba,19,1
